comment_id,reply_to_comment_id,comment_nr,content_id,comment_text,LABEL
929,,241,19,Am uitat sa va dau un exemplu.http://oradecluj.oradestiri.ro/studentii-romani-din-strainatate-au-sarbatorit-ziua-nationala-pe-unde-s-au-aflat/orapeglob-3/2012/12/03/,0
930,,242,19,"oameni buni, Emanuel, noi romani in trecut nu am avut voie sa avem biserica la Cluj Napoca decat in afara zidirilor cetatii iar anii trecuti de Ziua Nationala a Romaniei s-a iesit din biserica maghiara cu steaguri secuiesti si maghiare in Piata Unirii , nu cu o bendita la cap de 15 martie de Ziua maghiarilor de Pretutindeni.Doamne ajuta......",0
931,,243,19,foarte bun articolul....oameni fiti mai buni indiferent de etnie.,0
932,,244,19,"Frumos articol. Pacat ca nu-i inteles de multi. Sunt student maghiar si sunt dezgustat de ceea ce se intampla in tara asta. De cateva zile stirile sunt inundate de imaginea Sabinei si in toata lumea s-a arpins patriotismul/extremismul radical indiferent de etnie. Problema de fata e generalizarea. Daca un maghiar spune ceva urat unui roman va rezulta…ca toti ungurii sunt rai si ar trebui sa moara. E valabil si viceversa. Ba romanii sunt victimizati, ba maghiarii...Nu e corect ca cei din Harghita si din Covasna sa nu cunoasca limba romana si sa se izoleze. Totodata nu-i corect ca cei care urla ca urasc ungurii n-au intalnit nici macar unul.Ne afundam in istorie, maraim unul la celalalt, ne injuram... si jurnalistii sunt ocupati sa faca din fiecare tantar cate un armasar. Si in timp ce noi (poporul, indiferent de etnie) ne concentram atentia asupra unor probleme cronice, guvernul nostru face ce vrea fara sa stie nimeni...Odata cu aparitia Sabinei parca toata lumea a uitat ca tara noastra a fost vanduta rusilor, americanilor, austriecilor. Au uitat de numarul de someri in crestere, de lumea care traieste din alocatia de stat pentru copii, de problemele din sistemul sanitar etc. Dar, cine-s eu sa zic ce-i mai important, ce a fost sau ce se intampla acum.Ura asta interetnica, artificiala este menita sa tina mintea clasei medii ocupata. Daca am reusi sa ne luam privirea unii de pe altii si sa ne axam IMPREUNA pe problemele care ne afecteaza pe TOTI, am reusi sa cream o lume mai buna pentru cei care ne vor urma.",0
933,,245,19,"am toata admiratia ptr unguri, au si ei uscaturile lor, dar sunt demni si corecti. fetita cu tricolorul pe cap vrea si ea sa se bage in seama. sau parintii micutei...va asigur ca merg prin secuime sau prin ungaria si se comporta foarte civilizat....am fost oprit de politie in ungaria si m-au tratat cu respect. de militia din romania nu pot spune acelas…lucru....servus!",0
934,,246,19,"Britanicii se tem că, din 2014 când toate restricţiile vor fi ridicate, ţara va fi invadată de români şi bulgari, care nu sunt văzuţi prea bine în Regat. Scotland Yard a furnizat noi date care arată că românii reprezintă aproape jumătate dintre persoanele care ocupă ilegal case în capitala Marii Britanii. Alte statistici indică faptul că în privinţa…arestărilor făcute de poliţie anul trecut, în 7.400 de cazuri a fost vorba despre cetăţeni români. Şi în cazul furturilor mărunte românii s-au făcut remarcaţi, fiind sesizate 266 de cazuri, adică o treime din numărul total de arestări.Sa va dau la muie tigani romani nespalati se pisa toata Europa de voi sunteti niste hoti ordiinari si jegosi , mergeti in Austria sa mancati lebede tiganilor",1
935,,247,19,"Ma intrebam cati dintre postacii de serviciu de aici, extremisti in marea lor majoritate, care se alimenteaza cu ura, facand referire la trecutul altora mai ales si rar la trecutul lor, au citit cu atentie articolul. Acest articol, consider, de EXCEPTIE, ca echilibru si subtilitate, CONDAMNA DEOPOTRIVA EXTREMISMUL MAGHIAR SI CEL ROMANESC. Majoritatea…dintre voi nu faceti decat sa va loviti in ce a postat cel de dinainte si tot asa....Va umpleti de mizerie unii pe altii. Istoria este importanta si nu trebuie uitata. Dar prezentul? Ce facem cu el? Ce ne invatam copii?",0
936,,248,19,"@danaCiocu mic ca nu ungurii sunt hotii Europei ,sunt romanii jegosi si nespalati ne faceti de rusine .Nu am auzit niciodata ca ungurii fura in Europa dar de romani da sa nu-mi spui ca numa romanii sunt mediatizati si ungurii nu",2
937,,249,19,"Intrebare : In foto sunt doi tinerei...studentashi probabil ce arata ei ??? un drapel ... al nostru pe care au scrijelit : CO ( costica) VAS ( Vasile) NA ( NASTASIA ???) ce transmit ei ????bine ca nu si au scris numele pe drapel !!Stimabililor... ptr Decebal si Traian ( nu sunte ti popo sper), MIhai.. dana.... ce a fost in…trecut ... ZZZBANG trebuie dat uitari TRAIM IN PREZeNT sa lasam mentalitatile vechi...expirate exista alte problema in asta tara ....probleme mari.! din producatori am ajuns consumatori !!",0
938,,250,19,"Britanicii se tem că, din 2014 când toate restricţiile vor fi ridicate, ţara va fi invadată de români şi bulgari, care nu sunt văzuţi prea bine în Regat. Scotland Yard a furnizat noi date care arată că românii reprezintă aproape jumătate dintre persoanele care ocupă ilegal case în capitala Marii Britanii. Alte statistici indică faptul că în privinţa…arestărilor făcute de poliţie anul trecut, în 7.400 de cazuri a fost vorba despre cetăţeni români. Şi în cazul furturilor mărunte românii s-au făcut remarcaţi, fiind sesizate 266 de cazuri, adică o treime din numărul total de arestări.",0
939,,251,19,Cititi aici ...http://www.realitatea.net/vestea-care-ii-afecteaza-pe-romanii-si-bulgarii-care-vor-sa-emigreze-in-anglia-ce-li-se-pregateste_1142058.html,0
940,,252,19,"romanii si maghiarii au trait, traiesc si vor trai fara probleme in transilvania. istoria are capitole placute si mai putin placuta. capitolele placute sunt scrise de romanii si maghiarii de rand care au fost, sunt si vor fi un exemplu de convietuire. capitolele mai putin placute sunt scrise de unii politicieni extremisti romani si unguri care mai bine…si-ar vedea de treaba si ar face ceva mai bun....merci!",0
941,,253,19,"Bravooooooo !!In sfarsit un articol F BUN !!!ptr cei care nu sunt de acord cu mine ...o intrebare : Cum ati reactionat la schimbarile majore ale economiei ( preturi, taxe, etc ) dar la cele politice ... nimic romanul e nationalist atat in rest...vorba aia CACA N DRUM si FUGE N TUFA !",0
942,,254,19,"Cați bani ai primit pe articolul asta? Voi, hienele plătite ale societății, ați propagat acest scandal... și tot voi acum vă considerați autoritatea moralizatoare? Trăiți din mizerie și propagați mizerie, deci nu încercați să pozați glorios. În efortul vostru de a părea pacificatori și moralizatori sunteți precum curvele care propovăduiesc sexul numai…din iubire!",1
943,,255,19,"Toti ""istetii"" latrati pe aici , voi nu ati citit istoria ??????? Nu va prea place scoala !!!! Peste noapte toti ati devenit mari patrioti .M-am cam saturat de voi. Va spun eu ca ungurii de-alungul timpului, au fost niste marionete ale austriecilor si ale germanilor, care- i trimiteau sa-i ""suga"" pe romani , si de aici ura dintre noi , care mai mereu…este artificiala. TRECUTUL NU SE INTOARCE NICIODATA !!!!!!!!!!",0
944,,256,19,ANTAL STI PREA BINE CA STAI IN ROMANIA...ASA CA TINETI GURA******E,0
945,,257,19,vorbiti despre convietuire cu maghiarii dar uitati de toate nedreptatile si crimele comise impotriva romanilor in cele 2 razboaie mondiale.dreptatea ne-o putem face numai noi prin apararea valorilor poporului roman si pedepsirea minoritatilor care ataca siguranta nationala fie si prin cuvinte.NIMENI SA NU INDRAZNEASCA SA CONTESTE INTEGRITATEA STATULUI…ROMAN DE DREPT.,0
946,,258,19,"mult iubite cetatean eungur, locuieste mataluta vreo cativa ani printre ei, acolo, apoi da-ne sfaturi; pana atunci sa-ti fie cumplita rusinen",0
947,,259,19,ce slab esti domnule eMANUEL uNGUREANU,0
948,,260,19,"Am spus ca ceea ce ati zis e real si Romania trebuie sa-si asume responsabilitatea pentru asta. Nu cunosc etnic cati erau ucrainieini sau erau mai multi evrei. Oricum, ma refeream la diferenta ca acolo armata romana a fost provocata de aceea actiune impotriva conducerii armatei(scanteia) si detonarea comandamentului. Asta nu scuza crimele, tot crima…si viata de om este asa e.Dar si rusii trebuie sa isi asume MASACRUL DE LA FANTANA ALBA 1940 unde au fost omorati 3000 de romani neinarmati, asta e anterior Odessei. De asta probabil nu ati auzit. Ura se strange in timp, iar rusii ne-au smuls Basarabia cu populatie covarsitoare romaneasca pe nedrept.Pana la urma, cine cunoaste adevarul absolut? Stiti, depinde mult din ce punct de vedere privim si ce informatii/cunostinte avem..",0
949,,261,19,"corectez cu un ""i' in fata la ""legal, legitim si moral.""...(cu siguranta aceasta greseala va deveni subiectul preferat al celor fara argumente...... ce pot spune graba strica treaba)",0
950,,262,19,"deci la Odessa nu afost nimic rasial??? sa inteleg ca a fost doar o coincidenta ca majoritatea covarsitoare a victimelor au fost evrei??? doriti sa ****rat ca daca exista o scinteie crima este justificata si daca nu exista crima este legala, legitima si morala??? si credeti ca cei masacrati la odessa au fost cei care au minat comandamentul sau au…fost civili inocenti ??? stiti ce ii frumos in ambele situati (odesaa si transilvania)?...faptul ca se incearca justificare sau condamnarea unei crime dupa bunul plac personal si necesitatea politica curenta....PS moartea este moarte...sa fim seriosi nu exista diferenta...",0
951,,263,19,"De acord cu dvs., da e real masacrul si Romania trebuie sa-si asume responsabilitatea pt el. Au murit 20.000 de ucrainieni daca nu ma insel...totul a pornit de la minarea comandamentului Roman in care au murit 100 si ceva de oameni- deci a fost o scanteie. La IP si TRANZNEA stimabile/stimabilo nu a existat nici o scanteie, ci a fost ura rasiala... e…o diferenta sa fim seriosi!",0
952,,264,19,"""Referitor la masacrele UNGURESTI de la IP, TRAZNEA etc. ele refleta impotenta lor armata si faptul ca s-au razbunat pe oameni nevinovati doar pentru ca nu erau de aceeasi natie cu ei...""de masacrul de la Odessa ati auzit domnisoara???? ce usor ne uitam propria istorie...sau cel putin ne preface si ignoram....de parca in razboi doar uni au comis…crime",0
953,,265,19,"Ca sa vezi ce constiinta de unguri aveau ei atuncea, erau un amestec de sa le zicem unguri cu khazari, ruteni, slavi inclusiv oameni de diferite natii ale stepei si trebuiau sa se numeasca cumva. Prin urmare, si-au luat numele de la castelul si raul Ung dinspre Ucraina- de atunci s-au numit unguri.Sa va destainui o adevarata bomba: Gasiti pe EUPEDIA…testele genetice ADN ale populatiilor Europei si nu numai, si aici vine bomba: gena Q, gena hunilor lui Attila se gaseste la populatia actuala a ungariei intr-o proportie mai mica decat la populatia ROmaniei(2% parca)!!!!!!!!!!!!!!!!!!!!!Deci, noi avem mai multe in comun decat au ei cu hunii lui Attila, defapt n-au nici o legatura cu ei cum nu au nici cu secuii pe care i-au maghiarizat.Iti dai seama ce mari stramosi huni aveau....sunt o amestecatura de asiatici cu slavi ruteni si khazari. Pai in prima suta de ani i-au condus khazarii si nu ungurii... ASTA E ADEVARUL DESPRE UNGURI, AMESTECATURA LOR NEDORITA NICAIERI.Decebal&Traian mi-a facut placere de cunostinta aceasta de posturi, HAI ROMANIA MARE SI ETERNA!!!!",0
954,,266,19,"""In Rusia traieste poporul rus, iar poporul rus nu admite nici un afront al unei minoritati;acestea trebuie sa respecte Rusia, pe rusi si legile fara sa ceara favoruri speciale sub pretextulca sunt discriminati; CINE FACE ASTFEL, ESTE INVITAT SA PARASEASCA IMEDIAT RUSIA!!!Nu Rusia are nevoie de minoritati ci ele au nevoie ca Rusia sa-i…primeasca, ofere adapost,locuri de munca si hrana; In Rusia traiesc doar rusi!""DISCURSUL LUI PUTIN IN DUMA DE STAT A FED RUSIEI.Doat atat pentru noaptea asta,noapte buna tuturor! :)",0
955,,267,19,"@Dana-exact,era un roman prezentat ca fiind maghiar,deci de aici iti poti da seama de multe,oricum ei nu recunosc nimic,doar acel adevar care le convine lor,dar din pacate pentru ei si din fericire pentru noi,acel ""adevar nu exista""si nici nu a existat.",0
956,,268,19,daca ne lasam calcati in picioare de tiganii astia verzi la noi in tzara suntem vai steaua noastra....si desteptu asta a scris in articolul lui de mai sus ca ura naste ura....UNGURII DIN COVASNA NE URASC!!!!! din cate stiu eu defapt ungurii de pretutindeni ne urasc...dar oricum....nu poti trata cu respect omul care te uraste....Tg. Secuiesc pamant ROMANESC.…Nu va place?...marsh in gura voastra in ungaria.,2
957,,269,19,"Decebal&Traian, e interesant site-ul. Referitor la respectiva victima, da era roman prezentat ca ungur lovit de romani. Era taman invers...echipa de productie era din Irlanda si platita de iredentistii maghiari-iti dai seama de puterea de manipulare a mass-media. Romania le-a dejucat planurile, atunci Securitatea asa cum era ea- avea si nationalisti…printe dansii. Astazi nu stiu cum mai stau lucrurile... Vad ca o tin doar pe-a lor, problema e ca niciunul nu mi-a raspuns la intrebari ca sa nu mai vorbesc de dovezile care le-am adus referitoare la venirea lor in Panonia. Ai citit GESTA HUNGARORUM (Blachii es pastores romanorum)? Aia e dovada suprema, scrisa chiar de unguri, despre prezenta noastra si a slavilor inaintea lor. Ei tot marsau pe ideea asta, si s-au intrecut care mai de care sa nege acele pasaje, confirmand culmea restul cronicii- dar despre cele referitoare la romani(vlahi) spunand ca sunt povesti defapt. Trebuie sa intelegem ca ei inca incearca sa isi justifice oarecum prezenta aici, noi trebuie sa ne cunoastem trecutul asa cum a fost el binenteles-tocmai pentru ca minciunile lor gogonate sa nu prinda.",0
958,,270,19,Inca un site foarte interesant : http://martiriromani.com/Articol.asp?ID=143,0
959,,271,19,"Dana,n-are rost,nu vezi ca ei numai pe-a lor o tin?Apropo...de evenimentele de la Targu Mures,isi mai aduce aminte cineva,cum concetateni nostri unguri urlau in gura mare ca un maghiar a fost batut de romani in ultimul hal?ei..si de data asta ghinion pt.unguri...acel cetatean nu era maghiar era defapt roman.Aici dovada http://www.libertatea.ro/detalii/articol/romanul-batut-in-conflictul-romano-maghiar-din-1990-traieste-cu-1-000-de-lei-pe-luna-280127.html",0
960,,272,19,"Am o intrebare de bun-simt zic eu, cum naiba de celelalte minoritati din Romania(lipoveni, ucrainieni, turci etc.) - NU SE PLANG DE NEDREPTATI SI INSULTE, CI DOAR UNGURII??? SA FIE DOAR UNGURII oropsiti in tara asta????Va dati seama unde am ajuns???? E clar problema e la ei si la sovinismul lor, dar romanii in ultima vreme din ceea ce vad incep…sa isi revina, le revine constiinta de neam si tara - cea pe care atatia au vrut-o stearsa.. Sa nu uitam va rog, dragi romani, Romania nu e intreaga si in afara ei sunt mult mai multi romani decat unguri in afara ungariei... NOI NU SUNTEM UN POPOR DE MIGRATORI SI DE CUCERITORI, asa cum sunt vecinii nostrii nepoftiti.Decebal&Traian, iti raspuns la intrebarea ta cu o alta intrebare: Ce minoritati recunoaste o tara cu o istorie extrem de bogata si de la care a inceput civilizatia cunoscuta in Europa: GRECIA?",0
961,,273,19,tu asta care ai scris stirea asta !!! S-U-G-I P-U-L-A CU MA-TA DE BOZGOOR NENOROCIT!!! P-I-Z-D-A MA-TII!!!,1
962,,274,19,"@Emil, inteleg ce zici tu. Niciunul dintre noi nu detine adevarul absolut, e clar ca ceea ce zici tu are sens si adevar. De plecat au plecat si oameni valorosi- ei sunt o pierdere pentru noi, cat si cei care faceau umbra pamantului degeaba- acestia cu siguranta nu sunt o pierdere. Cu siguranta ne-am schimbat si noi ca oameni, in trecut oamenii sarmani…si saraci cum erau ei - dar cresteau multi copii, faceau sacrificii dar o duceau la capat. EI acuma e multa relaxare si se cauta scuze pentru ca lumea nu mai e dispusa sa faca sacrificii. Dar problema natalitatii de care zici matale, nu e numai la noi. E in toata EUROPA, de ce crezi ca incurajeaza aia toate natiile sa vina la ei? Du-te in Norvegia sau altundeva, pe aeroport e ca in Punjabi nu intr-o tara nordica. S-a dus naibii UE, ea trebuie sa fie COMUNIUNEA EUROPEANA in primul rand si apoi Uniunea.",0
963,,275,19,"Daca e asa cum zice ""doctoru'"" din povestile de mai sus, procedand prin analogie, ungurii afisand ba steagul lor ba cel negru la sarbatorile si nu numai ale romanilor inseamna ca ei ne provoaca tot timpul. Daca facem insa si noi ca ei e rau! Exista vorba:Ce tie nu-ti place altuia nu face. Atat imi doresc : ungurii sa aiba in romania atatea drepturi…cate drepturi au in slovacia sa in ukraina.",0
964,,276,19,"mai DOBITOCULE de emmanuella, fatuca asta a facut ceva din inima. ia dute tu in Franta si arboreaza steagul Algeriei in orice zona pe o intitutie publica. Dute in Spania si arboreaza steagul Marocan. In Germania arboreaza steagul turcesc. Poi ma, tu esti mai rau ca un ***** infect SOBOLANE. in propria tara SE PISE udmr-ul pe noi cu largul concurs…ar sclavilor iubitori de bani romani. MIZERABILILOR. pedeapsa cu moartea meritati toti! 2 M SUB PAMANT",1
965,,277,19,"Dana,asa ceva nu se poate uita,atata vreme cand altii inca mai au pretentii teritoriale,etc...nu stiu cate natii minoritare din lumea asta mai au atatea drepturi ca ungurii la noi,de ex.in Germania sunt foarte multi turci,dar nu au nici o scoala in limba turca.Deci prin urmare cine-i de vina pana la urma ca au ei atatea drepturi?Dana cred ca tu cunosti…raspunsul :)",0
966,,278,19,"dana, adevaratii romanai, cei care isi iubesc tara muncesc ca tampitii si isi platesc impozitele, fara sa insele fiscul si fara sa plateasca dobanzi aberante la banci, in speranta ca se va schimba lumea odata si odata. deja au trecut patru genratii decand trage bade ghorghe, romanul frumos, si nu i-au mai ramas flacai care sa ii ia sapa din mana. flacaii…lui platesc impozit spaniol ca fetele nu se marita cu ei. si ele au plecat sa se marite cu senior miquel, de varsta tatalui, ori cu fane, ciorditorul din bancomate...",0
967,,279,19,"DECEBAL&TRAIAN, mersi. Sa stii ca e un site bun, de-al nostru si cum sa zic nu trebuie luat niciodata 100% ca adevarat nimic, dar ne deschide niste porti spre a ne cunoaste mai bine pe noi si trecutul nostru, cat si prezentul si ceea ce poate fi prezis din viitor.Referitor la masacrele UNGURESTI de la IP, TRAZNEA etc. ele refleta impotenta lor armata…si faptul ca s-au razbunat pe oameni nevinovati doar pentru ca nu erau de aceeasi natie cu ei... Chiar si astazi, daca o sa vb cu oamenii din acele comune, aceste amintiri sunt departe de a fi sterse...",0
968,,280,19,"stiti ce o sa fie naspa dragilor?! ca in 25 de ani o sa va confruntati cu o reala problema a populatiei. adica lipsa ei nu prezenta secuilor! nordul moldovei, maramuresul, oltenia... sunt golite. groso modo, romania actuala a pierdut 4 milioane de locuitori in 20 de ani. cei care o sa-i inlocuiasca (jamal si onobutu) nu o sa va plateasca pensia, iar…descendentii si/sau admiratorii xenofobinei nu o sa fie eficienti financiar sa va sustina. prostia nu face bani pentru sine ci penntru cei destepti!",0
969,,281,19,"Am totusi o stire buna pentru adevaratii romani, atentie cei care isi iubesc tara asta. Defapt sunt 2:1) ungurilor li s-a cam dus suflul ca natie2) Dar e pe locul 1 ca importanta, din 1990 au scazut ca procent in Romania de la 7,1% la 6,6% azi. E bine, o scadere de 0,5%.Ma refer binenteles la cei a caror banca nu le e de ajuns si sar din…ea, nu la oamenii de treaba dintre ei.",0
970,,282,19,"@Dana-uite tot pe acel site,poate te intereseaza http://roncea.ro/2011/08/30/romane-nu-uita-atrocitatile-comise-de-unguri-asupra-romanilor-dupa-diktatul-de-la-viena-in-transilvania-sfant-pamant-romanesc-un-film-cutremurator-vizionat-de-133-000-de-romani-prin-roncea-ro/",0
971,,283,19,"@Antal(ia) lol,ce ai mai cu fata?ce zici tu...daca venea fata cu tricolorul unguresc la scoala?acum zi drept iti crestea inima-n tine? lol :)))) dar ghinion,a venit cu tricolorul romanesc :))))))",0
972,,284,19,"DECEBAL&TRAIAN, ma uimesti. Bravo ai gasit una din surse, eu am citi de ceva vreme..Ideea e ca nu totul e asa cum ni se prezinta la Tv.",0
973,,285,19,"Andrei,poti sa mergi pana in Covasna sa te interesezi,daca nu crezi.",0
974,,286,19,Sabina Elena sa te iau in pula *****ca ordinara sa mori in cancer.,1
975,,287,19,"bai emanuele ( imi aduce aminte numele tau de un serial din tinerete ) , de 1 decembrie cand ungurii au purtat doliu si carpa secuimii ai scris vreun articol?dute draq in alta tara",1
976,,288,19,@DECEBAL@TRAIANLasa povestile ca nu cred asa ceva chiar de 1 decembrie repetau pentru ceva piesa la scoala si colegii ei maghiari ceva nu se leaga aici........,0
977,,289,19,"vanghele a aruncat la gunoi eroul national Lahovari si si-a inmormantat bunica in cripta lui. xenofobina e agramata si e eroina nationala. ponta a furat si e prim ministru. marinarului ii minte si poza de buletin si e presedinte. verestoi padurar, daniel e cu un rang sub sfant... deci atentie la ce scoale va dati copii!",0
978,,290,19,"Ei cauta sa isi poata justifica cumva prezenta aici, iti dai seama ca dupa mii de ani in care unii si altii s-au batut pentru pamanturile noastre... Nu era No man's land in Ardeal sa fim seriosi. Romanii trebuie sa citeasca GESTA HUNGARORUM, scrisa de ai lor cand nu era aparuta problema justificarii prezentei lor, ca sa castige o mica piesa din puzzle-ul…care se numeste ISTORIA NOASTRA ROMANEASCA. Ma bucur ca nu sunt un caz singular, sunt multe alte persoane care gandesc ca mine. Prin cunoastere justa, nu idealizata, ajungems a ne cunoastem si sa ne iubim neamul, asa cum e el plin de uscaturi dar si cu multi martiri si fapte&oameni deosebiti. E neamul nostru, sunt parintii nostrii, strabunicii nostrii care au platit pretul suprem nu pentru ca noi sa fim niste lasi si tradatori, niste oameni fara demnitate asa cum am dat exemple mai jos, ci niste invingatori care ducem munca lor pe mai departe.",0
979,,291,19,@Dana-da am gasit de grupul iredentist de care spuneai intra pe http://www.roncea.net/index.php/component/k2/item/130-autonomia-maghiara-isi-ia-avant-de-la-cluj,0
980,,292,19,"Sa ma cac in neamu lor de ******I, se aduna toti la noi in tara pentru ca le este ciuda, ca ei n-au munti, nici mare, nici nimic, ei is neamu nimanui, si d-aia se strang toate excrementele planetei la noi in tara.",1
981,,293,19,"amu s-o fi dus mai andrei si aia sa huiduie, ca isi cam prostanaci... ce dumnezeu sa te astepti de la un ins intunecat,imbacsit in covasna. nici ungurii nu mai sunt ce-au fost. au decazut si ei ca si romanii din transilvania. atat de mult a daunat ultimul secol... e mult mai usor sa te aliniezi tampitilor decat sa ii destepti pe tampiti. e mai lesne…sa te scufunzi decat sa te ridici. de aia recomand tuturor care au sansa sa se descurce mai bine. sa fuga ca e bai mare daca iti lasi pruncul sa invete intr-o scoala din romania, fie ea oriunde.. covasna, botosani, bucuresti ori craiova...",0
982,,294,19,"@ Andrei(andras :))) ]Pai fata si colegii ei erau la scoala,deoarece repetau pentru ceva piesa la scoala,la fel si colegii ei maghiari,deci ai inteles andras?",0
983,,295,19,"DECEBAL&TRAIAN ma bucur ca ai un spirit de observatie si o inteligenta superioara celorlalti, si culmea nu ma refer la prima ta postare ci la a doua... singura publicatie romaneasca. Eforturile lor incep nu din maghiarime, ci de aici din Cluj. Poate candva aveti timp sa cautati, cu greu se gaseste pe net, e asa numitul grup-maghiar iredentist EUREKA...",0
984,,296,19,"Bine ai zis Dana!!!Ei ca-i injura pe romani nu-i problema,dar daca noi ne apucam si ii injuram,suntem de neam prost,needucati,etc...lol :)))",0
985,,297,19,"@fkfdkdfSun roman deci nu sunt andras.. 1 decembrie era sambata poate 30 noiembrie sau fata asta minte ,ca sambata ungurii de 1 decembrie ce sa caute la scoala doar nu crezi ca au mers direct sa huiduie imnul national?",0
986,,298,19,"Cititi comentariul dl.ANDRAS, UN NEAOS MAGHIAR - nu ca ar fi ceva de invatat, dar el ii injura pe toti romanii inclusiv pe oamenii fara de tara ai dansului. NU INTELEGETI CA SUNTETI NEPOFTITI IN CASA NOASTRA? eu v-am dat argumente palpabile, dumneata imi raspunzi cu injuraturi. Asta e nivelul de cultura, nu avem ce face. Esti o cauza pierduta stimabile,…daca intrii in Shenghen crezi ca te faci mai om decat nemernicul care esti acuma?",1
987,,299,19,"Ma bucur ca exista ''stiridecluj'',cred ca singura publicatie online care a mai ramas romaneasca in Cluj.",0
988,,300,19,"Dana,vezi ca deja astia o sa inceapa sa faca comotie cerebrala,sau o sa inceapa sa se sinucida in grup... lol :))))",0
989,,301,19,"@Andrei(andras :P)documenteaza-te in primul rand de ce fetita a facut acel gest.Daca nu ai timp iti spun eu.De 1 decembrie maghiari au inceput sa injure si sa huleasca cand s-a cantat imul tari,de aia a facut fata gestul ala,dar bineinteles,cum tu esti ungur nu o sa-mi dai dreptate,hai noroc!",0
990,,302,19,dana sa te futa un ungur zdreanta ordinara bagamias pula in gura ta sunt ungur si care e problema ta?esti o vaca nespalata *****ca cum sunt toti romanii.in schengen cand intra romanii?:)) esti o mancatoare de lebede in austia:)),1
991,,303,19,"de fapt ma cheama arpiko. de 15 martie toti ardelenii au avut de castigat, indiferent de steagul pe care isi scriau sloganu', dar asta e ata poveste... la fel si acum. indiferent de steag toti tanjim dupa aceleasi drepturi. toti am vrea sa primim ceva pentru impozitul platit. un doctor mai bun sa vindece tampitii care fac spume la gura (nu spitale inchise…si mallul mantuirii neamului), o fabrica de medicamente care sa angajeze romani, maghiari, sasi si sarbi, sa producem rudotel, autostrazi zdravene pana in mongolia (poate sens doar dus pentru oameni obtuzi), am vrea o scoala mi buna in care sa se invete corect gramatica, oricarei limbi, nu conteaza. cine refuza sa vada regresul transilvanenilor nu o sa ne dea nicicand dreptate. si inca ceva, cladirile daramate nu au fost daramate de transilvaneni, ci de oameni sarmani care cautau fier vechi. inca continua procesul ...gratie bunastarii mioritice! kosiono szepe!",0
992,,304,19,"Andrei, cum sa-ti zic, pot fi de acord intr-o mica masura cu tine. Dar raspunde-mi la o intrebare :de 1 Decembrie de ce au huiduit si fluierat romanii in liceu, pentru ca au cantat imnul national al tarii in care traiesc inclusiv secuii si maghiarii? Ei la asta nu raspunde nimeni...de ce nu i-au raspuns lui Csibi Barna cand l-a SPANZURAT pe Avram Iancu???!!!!…Fata asta a purtat legal insemnele statului in care traieste, dar cauza vine din toate sovinismele maghiare. Acum e raspunsul..",0
993,,305,19,"@danaProblema e ca de ce numa in 15 martie a mers cu bentita tricolora daca e asa patrioata aceasta pizda mica Sabina Elena,de ce nu merge in fiecare zii cu bentita ?A mers cu un singur scop sa provoace ca asa a fost invatata de la parinti care sunt niste sovinti imputiti jegosi asa ca lasa comentarile ca ungurii sunt de vina ca si noi provocam…ungurii",0
994,,306,19,"@Un roman = a se intelege unu dinasta, om fara de tara, ca sa nu le zic pe nume ca se simt jigniti. Astia lovesc inclusiv in coeziunea noastra nationala, ii invrajbesc pe ardeleni cu restul rostul romanilor...cand aproape toti avem neamuri si in celelalte zone. Vor sa ne desprinda, asa cum vor si cu regionalizarea. In martie 1990 nu le-o mers la Targu-Mures…si au schimbat tactica, romanilor adevarti le recomand sa urmareasca pe internet emisiunile despre martie 1990 targu-mures ca sa vada ce diversiuni foloseau mongolii si acolo, se aseamana cu cele de acum. De asemenea GESTA HUNGARORUM pentru dovada suprema, scrisa de un cronica UNGUR, despre prezenta naostra inaintea lor in panonia. revin si cu alte recomandari daca doriti, pentru cunosterea istoriei noastre adevarate",0
995,,307,19,Bine spus Dana!!!,0
996,,308,19,"@Un roman-degeaba ti-ai scris acolo ""Un roman"" ,ii clar ca nu esti roman,dar daca o injuri pe fata aia,te face sa te simti mai bine?Eu zic sa-ti dai foc,si punct.",1
997,,309,19,"Alin, Mihai si Emil se traduc probabil prin Ferencz Laci si cu Gyula, 3 romani de toata....stima. Scuzati expresia dar asta se ascunde in spatele vostru, sa inteleg ca dupa mintea voastra mareata de 15 martie nu cumva sa poarte careva steagul Romaniei ca vai Doamne e ziua maghiarilor. E ziua lor, dar in Ungaria. Stii? astia au mai multe drepturi in…tara noastra, uita de 900 ani in care au daramant manastirile romanesti si bisericile, in care au maghiarizat cu forta si cred ca toti suntem la fel de prosti ca Mihai, Emil si Alin? Cineva v-a chemat in casa noastra oamenilor fara de tara? V-ar place sa va intoarcem serviciul acum, sa va invadam pusta?? Bunicii noastrii de tampitit ce erau au luptat si au platit cu viata pentru tara asta asa cum e ea, ca sa vina Alin Mihai si cu celalalt destept sa ne denigreze. Astia habar nu au ce inseamna suferinta, vorbesc de ardelenii plecati in vest...de parca numai ardelenii ar fi romani. Sa stii ca din pacate cei mai multi ardeleni au luat-o spre sud si spre est, in timpul prigonirilor maghiare. Habar n-aveti de istorie si vorbiti de-am pixu asa sa fie si contributia mongola la discutie",0
998,,310,19,Sabina Elena dute in mortii matii de panarama sa te pis in gura,1
